"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"1",2305,2357.5,2357.5,2357.5,1867,2367.5,607.5,252.5,732.5,642,899,357
"2",2305,2357.5,2357.5,2357.5,1868,2367.5,607.5,252.5,732.5,642,900.5,358
"3",2305,2357.5,2357.5,2357.5,1869,2367.5,607.5,252.5,732.5,642,902,359
"4",2305,2357.5,2357.5,2357.5,1870,2285.5,131.5,252.5,1363.5,642,937,429
"5",2305,2357.5,2357.5,2357.5,1871,2367.5,607.5,252.5,732.5,642,904,360
"6",2305,2357.5,2357.5,2357.5,1872,2285.5,131.5,252.5,1363.5,642,940,430
"7",2305,2357.5,2357.5,2357.5,1873,2367.5,607.5,252.5,732.5,642,908.5,362.5
"8",2305,2357.5,2357.5,2357.5,1874,2367.5,607.5,252.5,732.5,642,910,365
"241",2305,2357.5,2357.5,2357.5,1900,2002,428,252.5,972,642,729,316
"481",2305,2357.5,2357.5,2357.5,1973,2319,615,252.5,759,642,947.5,394
"721",2305,2357.5,2357.5,2357.5,2016,1982,603,252.5,808,642,795,340
"722",2305,2357.5,2357.5,2357.5,2017,2312.5,713.5,252.5,712.5,642,1004,425.5
"723",2305,2357.5,2357.5,2357.5,2018,2312.5,713.5,252.5,712.5,642,1005,427
"1201",2305,2357.5,2357.5,2357.5,2094,2131,694,252.5,604,642,862.5,324
"1441",2305,2357.5,2357.5,2357.5,2149,2237,524,252.5,1029,642,1107.5,501
"1442",2305,2357.5,2357.5,2357.5,2150,2363.5,701.5,252.5,717.5,642,1102,467
"1443",2305,2357.5,2357.5,2357.5,2151,1639,348,252.5,920,642,614,265
"1444",2305,2357.5,2357.5,2357.5,2152,2237,524,252.5,1029,642,1111,503
"1445",2305,2357.5,2357.5,2357.5,2153,2363.5,701.5,252.5,717.5,642,1103.5,468
"1446",2305,2357.5,2357.5,2357.5,2154,2237,524,252.5,1029,642,1112,504
"1681",2305,2357.5,2357.5,2357.5,2203,2359.5,690.5,252.5,685.5,642,1106,450.5
"1682",2305,2357.5,2357.5,2357.5,2204,2359.5,690.5,252.5,685.5,642,1109,457
"2161",2305,2357.5,2357.5,2357.5,2325,2326.5,638.5,252.5,694.5,642,1136,438.5
"2162",2305,2357.5,2357.5,2357.5,2326,2326.5,638.5,252.5,694.5,642,1138,441.5
"2163",2305,2357.5,2357.5,2357.5,2327,2326.5,638.5,252.5,694.5,642,1140.5,444.5
"2164",2305,2357.5,2357.5,2357.5,2328,2326.5,638.5,252.5,694.5,642,1143,446.5
"242",2305,2339,2339,2339,1826,2283,308.5,889,1314.5,761.5,1356.5,837
"243",2305,2339,2339,2339,367,2336,687,1071,719,761.5,610,597
"244",2305,2339,2339,2339,1826,2283,308.5,889,1314.5,761.5,1356.5,837
"245",2305,2339,2339,2339,1826,2283,310,889,1313,761.5,1356.5,837
"724",2305,2339,2339,2339,305,2240,773,1110,742,761.5,608,632
"1202",2305,2339,2339,2339,1163.5,2131,686,1087.5,666.5,761.5,919,668
"1203",2305,2339,2339,2339,1163.5,2131,685,1087.5,666.5,761.5,918,665.5
"1683",2305,2339,2339,2339,1307,1391,355,933,636,761.5,381.5,326
"2165",2305,2339,2339,2339,982,2293,670,1055,773,761.5,932.5,693
"2166",2305,2339,2339,2339,1498.5,2087.5,644.5,1034.5,690.5,761.5,1048.5,686.5
"2167",2305,2339,2339,2339,1498.5,2087.5,644.5,1034.5,690.5,761.5,1048.5,686.5
"725",2305,2330.5,2330.5,2330.5,1753.5,1831.5,586.5,977,1064.5,846.5,1222,871
"726",2305,2330.5,2330.5,2330.5,1753.5,1831.5,586.5,978,1064.5,846.5,1224,873
"1447",2305,2330.5,2330.5,2330.5,797.5,1922.5,750.5,1101.5,806.5,846.5,747.5,710.5
"1448",2305,2330.5,2330.5,2330.5,1567,1089,517,968,1261,846.5,762.5,745
"1449",2305,2330.5,2330.5,2330.5,797.5,1922.5,750.5,1101.5,806.5,846.5,747.5,710.5
"1450",2305,2330.5,2330.5,2330.5,741,1926,539,957,1061,846.5,675,649
"9",2185,2318,2318,2318,1875,2321.5,128.5,252.5,1373.5,642,966,437
"10",2185,2318,2318,2318,1876,2063.5,33.5,252.5,1181.5,642,660.5,260
"11",2185,2318,2318,2318,1877,2321.5,128.5,252.5,1373.5,642,967,438.5
"12",2185,2318,2318,2318,1878,2063.5,33.5,252.5,1181.5,642,664,262
"13",2185,2318,2318,2318,1879,2321.5,128.5,252.5,1373.5,642,968,440
"14",2185,2318,2318,2318,1880,2063.5,33.5,252.5,1181.5,642,665.5,263
"15",2185,2318,2318,2318,1881,2321.5,128.5,252.5,1373.5,642,970,443
"16",2185,2318,2318,2318,1882,2063.5,33.5,252.5,1181.5,642,668,266
"246",2185,2318,2318,2318,1901,2361.5,655.5,252.5,674.5,615,892,335
"247",2185,2318,2318,2318,1902,2361.5,655.5,252.5,674.5,615,894.5,336
"1204",2185,2318,2318,2318,2095,1595,409,252.5,819,615,545,238
"1451",2185,2318,2318,2318,2155,1397,541,252.5,998,615,620,317
"1684",2185,2318,2318,2318,2205,1996,478,252.5,1121,642,1037,493
"1685",2185,2318,2318,2318,2206,1996,478,252.5,1121,642,1038,494
"1686",2185,2318,2318,2318,2207,1996,478,252.5,1121,642,1039,496
"1687",2185,2318,2318,2318,2208,1996,478,252.5,1121,642,1040,498
"1688",2185,2318,2318,2318,2209,1996,478,252.5,1121,642,1041,499
"1921",2185,2318,2318,2318,2263,2121,700,252.5,600,642,959,372
"2168",2185,2318,2318,2318,2329,1354,422,252.5,840,642,566,259
"1689",2305,2307.5,2307.5,2307.5,815,2272,723,1091,800,968.5,1016.5,824
"1690",2305,2307.5,2307.5,2307.5,684,2181,729,1080,789,972.5,877.5,772.5
"17",2185,2302,2302,2303,1690.5,2071.5,149.5,726.5,1339.5,772,1067.5,642.5
"18",2185,2302,2302,2303,1690.5,2071.5,149.5,726.5,1339.5,772,1067.5,642.5
"482",2185,2305.5,2302,2303,1501.5,2047.5,345.5,920.5,1337.5,747.5,1153.5,790.5
"483",2185,2305.5,2302,2303,1501.5,2047.5,345.5,920.5,1337.5,747.5,1153.5,790.5
"2169",2185,2302,2302,2303,1778,1250,424,926,899,772,660.5,539
"2170",2185,2302,2302,2303,1778,1250,424,926,900.5,772,662.5,542.5
"2171",2185,2302,2302,2303,1778,1250,424,926,900.5,772,662.5,542.5
"727",2185,2298.5,2302,2298.5,1402.5,2243.5,613.5,991.5,1191.5,977,1372,1014.5
"728",2185,2298.5,2302,2298.5,1402.5,2243.5,613.5,991.5,1191.5,977,1372,1014.5
"248",2305,2295.5,2295.5,2295.5,1602,1869,335,830,1568,1028,1308,998.5
"1691",2305,2295.5,2295.5,2295.5,807,2355,731,1077,883,1028,1140.5,927
"1692",2305,2295.5,2295.5,2295.5,807,2355,731,1077,883,1028,1140.5,927
"1693",2305,2295.5,2295.5,2295.5,807,2355,731,1077,883,1028,1140.5,927
"1205",2185,2290,2290.5,2291,1563,1712,366,914.5,1076,861.5,915.5,673.5
"1206",2185,2292.5,2290.5,2291,593.5,2232,741.5,1095.5,714.5,834.5,739.5,671.5
"1207",2185,2290,2290.5,2291,1563,1712,366,914.5,1076,861.5,915.5,673.5
"1208",2185,2292.5,2290.5,2291,593.5,2232,741.5,1095.5,714.5,834.5,739.5,671.5
"1209",2185,2290,2290.5,2291,1563,1712,366,913,1076,857,913,670
"729",2185,2278,2290.5,2288,1023,2179,625,990,1211,1031,1221,1000
"249",2092,2284.5,2282,2282.5,1903,2306.5,139.5,252.5,922.5,604.5,702,233
"251",2092,2284.5,2282,2282.5,1904,2306.5,139.5,252.5,922.5,604.5,703,234
"484",2092,2284.5,2282,2282.5,1974,1258,274,252.5,858,604.5,314,172
"961",2092,2279.5,2282,2282.5,2053,1939,630,252.5,619,642,705.5,273.5
"1694",2092,2284.5,2282,2282.5,2210,2167.5,369.5,252.5,892.5,604.5,920,319
"1695",2092,2284.5,2282,2282.5,2211,1537.5,359.5,252.5,590.5,604.5,455.5,164
"1696",2092,2284.5,2282,2282.5,2212,2167.5,369.5,252.5,892.5,604.5,921,320
"1697",2092,2284.5,2282,2282.5,2213,1537.5,359.5,252.5,590.5,604.5,457,165
"1922",2092,2279.5,2282,2282.5,2264,1759.5,435,252.5,969,642,799,338
"2172",2092,2284.5,2282,2282.5,2330,1690,123,252.5,925,604.5,607,216
"250",2092,2277,2282,2277,1064,2213,313,798,1051,861.5,793,575
"252",2305,2270,2270,2270,1525,2216,352,807,1628,1083,1470,1052
"253",2305,2270,2270,2270,1525,2216,352,807,1628,1083,1470,1052
"254",2305,2270,2270,2270,1525,2216,352,807,1628,1083,1470,1052
"255",2305,2270,2270,2270,1525,2216,352,807,1628,1083,1470,1052
"256",2305,2270,2270,2270,1525,2216,352,807,1628,1083,1470,1052
"730",2305,2270,2270,2270,734.5,2202.5,746.5,1090,960.5,1083,1092,971
"731",2305,2270,2270,2270,734.5,2202.5,746.5,1089,960.5,1083,1090,970
"962",2305,2270,2270,2270,918,1177,314,790,1110,1083,386,541
"1210",2305,2270,2270,2270,364,1752,764,1082,794,1083,565,717.5
"1452",2305,2270,2270,2270,1082.5,1586.5,410.5,878.5,1304.5,1083,813.5,784.5
"1453",2305,2270,2270,2270,1082.5,1586.5,410.5,878.5,1304.5,1083,813.5,784.5
"2173",2305,2270,2270,2270,1034.5,859,210.5,643.5,1281,1092,287,487.5
"2174",2305,2270,2270,2270,1034.5,859,210.5,643.5,1280,1083,284,483
"1698",2185,2262,2262,2262.5,1730,1621,419,922,1407,977,1232,966
"1699",2185,2263,2262,2262.5,1646,1777,449,943,1385,956.5,1268,979.5
"1454",2185,2257,2262,2261,841,721,596,967,1377,1101,474,797
"485",2305,2249.5,2253.5,2253.5,545.5,2314.5,658.5,1010.5,1044.5,1174,1064.5,962.5
"486",2305,2249.5,2253.5,2253.5,545.5,2314.5,658.5,1010.5,1044.5,1174,1064.5,962.5
"732",2305,2249.5,2253.5,2253.5,1404,942,588,971,1392,1163.5,893,982
"733",2305,2249.5,2253.5,2253.5,681,2123,748,1083,1016,1174,1101,1009
"1211",2305,2249.5,2253.5,2253.5,518,2232,725,1065,871,1163.5,957,899.5
"1212",2305,2249.5,2253.5,2253.5,512.5,2232,717.5,1063.5,848.5,1163.5,934.5,884.5
"1213",2305,2249.5,2253.5,2253.5,512.5,2232,717.5,1063.5,848.5,1163.5,934.5,884.5
"1455",2305,2249.5,2253.5,2253.5,1452.5,1771.5,515.5,950.5,1511.5,1163.5,1349.5,1094.5
